SpikeMax,SpikeMin,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6,Lag7,Lag8,Lag9,Lag10,Lag11,Lag12,Lag13,Lag14,Lag15,Lag16
,"{""CKAP4"", ""protein_coding:SLVRNA""}","{""MLLT6"", ""retained_intron:SLVRNA""}","{""HNRNPUL1"", ""protein_coding:SLVRNA""}","{""CREM"", ""protein_coding:SLVRNA""}","{""NDUFS1"", ""protein_coding:SLVRNA""}","{""SMPD1"", ""protein_coding:SLVRNA""}","{""TLN1"", ""processed_transcript:SLVRNA""}","{""RP11-68I3.11"", ""sense_intronic:SLVRNA""}",,,,"{""METTL22"", ""protein_coding:SLVRNA""}","{""RASSF1"", ""protein_coding:SLVRNA""}","{""DPYD"", ""protein_coding:SLVRNA""}","{""HNRNPD"", ""protein_coding:SLVRNA""}","{""DST"", ""protein_coding:SLVRNA""}","{""SMPDL3A"", ""protein_coding:SLVRNA""}"
,"{""CHD1"", ""retained_intron:SLVRNA""}","{""ST3GAL4"", ""protein_coding:SLVRNA""}","{""CLEC5A"", ""protein_coding:SLVRNA""}","{""LILRB1"", ""retained_intron:SLVRNA""}","{""CERS5"", ""protein_coding:SLVRNA""}","{""COX5B"", ""protein_coding:SLVRNA""}","{""TRIM8"", ""protein_coding:SLVRNA""}","{""RGS17"", ""protein_coding:SLVRNA""}",,,,"{""FAM129A"", ""processed_transcript:SLVRNA""}","{""ATP6AP2"", ""retained_intron:SLVRNA""}","{""CTNNB1"", ""protein_coding:SLVRNA""}","{""STARD7"", ""retained_intron:SLVRNA""}","{""SHANK3"", ""protein_coding:SLVRNA""}","{""TPM2"", ""protein_coding:SLVRNA""}"
,"{""RHCG"", ""retained_intron:SLVRNA""}","{""TOM1"", ""nonsense_mediated_decay:SLVRNA""}","{""CRYAB"", ""protein_coding:SLVRNA""}","{""ARRB2"", ""retained_intron:SLVRNA""}","{""CTD-2562J17.6"", ""TEC:SLVRNA""}","{""MARS"", ""nonsense_mediated_decay:SLVRNA""}","{""CDK5RAP3"", ""protein_coding:SLVRNA""}","{""PIM2"", ""processed_transcript:SLVRNA""}",,,,"{""DEF8"", ""retained_intron:SLVRNA""}","{""MIR34AHG"", ""lincRNA:SLVRNA""}",,"{""ADGRE5"", ""protein_coding:SLVRNA""}","{""MSI2"", ""protein_coding:SLVRNA""}","{""TJP1"", ""protein_coding:SLVRNA""}"
,"{""GTF2H1"", ""protein_coding:SLVRNA""}","{""CLEC4A"", ""protein_coding:SLVRNA""}","{""UBE4A"", ""protein_coding:SLVRNA""}","{""ARID3B"", ""protein_coding:SLVRNA""}","{""TEP1"", ""protein_coding:SLVRNA""}","{""NCEH1"", ""protein_coding:SLVRNA""}","{""OSM"", ""protein_coding:SLVRNA""}","{""PHYKPL"", ""retained_intron:SLVRNA""}",,,,"{""RP3-508I15.19"", ""antisense:SLVRNA""}","{""TGIF1"", ""protein_coding:SLVRNA""}",,"{""ZMYND11"", ""protein_coding:SLVRNA""}","{""ZYG11A"", ""protein_coding:SLVRNA""}","{""EFCAB14"", ""protein_coding:SLVRNA""}"
,"{""DYRK1A"", ""protein_coding:SLVRNA""}","{""DDX17"", ""retained_intron:SLVRNA""}","{""AKAP9"", ""protein_coding:SLVRNA""}","{""ARHGAP30"", ""protein_coding:SLVRNA""}","{""PISD"", ""retained_intron:SLVRNA""}","{""AMFR"", ""protein_coding:SLVRNA""}","{""ARAP3"", ""protein_coding:SLVRNA""}","{""ELOVL1"", ""processed_transcript:SLVRNA""}",,,,"{""HDAC5"", ""protein_coding:SLVRNA""}","{""IDH3A"", ""protein_coding:SLVRNA""}",,"{""RP11-218M22.1"", ""antisense:SLVRNA""}","{""ZNF527"", ""nonsense_mediated_decay:SLVRNA""}","{""COX6B2"", ""protein_coding:SLVRNA""}"
,"{""SNX33"", ""protein_coding:SLVRNA""}","{""UPF1"", ""protein_coding:SLVRNA""}","{""NR4A2"", ""protein_coding:SLVRNA""}","{""IRF9"", ""retained_intron:SLVRNA""}","{""GMIP"", ""protein_coding:SLVRNA""}","{""HOTAIRM1"", ""antisense:SLVRNA""}","{""RABIF"", ""protein_coding:SLVRNA""}","{""C6orf223"", ""protein_coding:SLVRNA""}",,,,"{""MED29"", ""protein_coding:SLVRNA""}","{""CREB5"", ""protein_coding:SLVRNA""}",,"{""DUSP22"", ""protein_coding:SLVRNA""}","{""TMEM62"", ""retained_intron:SLVRNA""}","{""PCYOX1"", ""protein_coding:SLVRNA""}"
,"{""MAPK6"", ""protein_coding:SLVRNA""}","{""RNF24"", ""protein_coding:SLVRNA""}","{""NDEL1"", ""protein_coding:SLVRNA""}","{""GTPBP1"", ""nonsense_mediated_decay:SLVRNA""}","{""ITGAL"", ""protein_coding:SLVRNA""}","{""EMSY"", ""protein_coding:SLVRNA""}","{""LLNLF-173C4.2"", ""processed_pseudogene:SLVRNA""}","{""ZNF654"", ""protein_coding:SLVRNA""}",,,,"{""FAM102A"", ""processed_transcript:SLVRNA""}","{""CHD3"", ""retained_intron:SLVRNA""}",,"{""TSHR"", ""protein_coding:SLVRNA""}","{""ATXN7"", ""retained_intron:SLVRNA""}","{""FASTK"", ""retained_intron:SLVRNA""}"
,"{""XDH"", ""protein_coding:SLVRNA""}","{""FURIN"", ""protein_coding:SLVRNA""}","{""GTF2IP1"", ""processed_transcript:SLVRNA""}","{""TNFRSF1B"", ""protein_coding:SLVRNA""}","{""KIZ"", ""protein_coding:SLVRNA""}","{""CDS2"", ""processed_transcript:SLVRNA""}","{""LSM5"", ""protein_coding:SLVRNA""}","{""MAGED2"", ""protein_coding:SLVRNA""}",,,,"{""VWA1"", ""protein_coding:SLVRNA""}","{""FLVCR1"", ""protein_coding:SLVRNA""}",,"{""PLOD1"", ""protein_coding:SLVRNA""}","{""AGFG1"", ""protein_coding:SLVRNA""}","{""CRLF2"", ""protein_coding:SLVRNA""}"
,"{""TAF13"", ""nonsense_mediated_decay:SLVRNA""}","{""TRIM25"", ""retained_intron:SLVRNA""}","{""CPQ"", ""protein_coding:SLVRNA""}","{""TNIP2"", ""retained_intron:SLVRNA""}","{""NCK2"", ""protein_coding:SLVRNA""}","{""CDK13"", ""protein_coding:SLVRNA""}","{""TFAM"", ""protein_coding:SLVRNA""}","{""STT3A"", ""retained_intron:SLVRNA""}",,,,"{""FAM160B2"", ""retained_intron:SLVRNA""}","{""CHPF2"", ""protein_coding:SLVRNA""}",,"{""NCL"", ""retained_intron:SLVRNA""}","{""MYO1B"", ""protein_coding:SLVRNA""}","{""IRF7"", ""nonsense_mediated_decay:SLVRNA""}"
,"{""KLK13"", ""protein_coding:SLVRNA""}","{""ZNF276"", ""retained_intron:SLVRNA""}","{""GNG12"", ""protein_coding:SLVRNA""}","{""RAB9A"", ""protein_coding:SLVRNA""}","{""DBP"", ""protein_coding:SLVRNA""}","{""TEP1"", ""nonsense_mediated_decay:SLVRNA""}","{""FBXW2"", ""protein_coding:SLVRNA""}","{""VPS9D1"", ""protein_coding:SLVRNA""}",,,,"{""C14orf159"", ""protein_coding:SLVRNA""}","{""CITED2"", ""protein_coding:SLVRNA""}",,"{""HAUS4"", ""protein_coding:SLVRNA""}","{""SLC15A1"", ""protein_coding:SLVRNA""}","{""NLRC5"", ""retained_intron:SLVRNA""}"
,"{""NOSIP"", ""protein_coding:SLVRNA""}","{""EHBP1L1"", ""protein_coding:SLVRNA""}","{""CTC-276P9.1"", ""lincRNA:SLVRNA""}","{""USP8"", ""protein_coding:SLVRNA""}","{""EIF4H"", ""protein_coding:SLVRNA""}","{""ARHGAP10"", ""retained_intron:SLVRNA""}","{""TNFRSF1A"", ""protein_coding:SLVRNA""}","{""ATG4D"", ""nonsense_mediated_decay:SLVRNA""}",,,,"{""FAM104A"", ""protein_coding:SLVRNA""}","{""POLR2L"", ""protein_coding:SLVRNA""}",,"{""CTNNA1"", ""retained_intron:SLVRNA""}","{""ARNTL2"", ""protein_coding:SLVRNA""}","{""SIK1"", ""retained_intron:SLVRNA""}"
,"{""OBFC1"", ""protein_coding:SLVRNA""}","{""PKM"", ""protein_coding:SLVRNA""}","{""NRBP1"", ""protein_coding:SLVRNA""}","{""AKNA"", ""processed_transcript:SLVRNA""}","{""STRN4"", ""protein_coding:SLVRNA""}","{""CUEDC1"", ""retained_intron:SLVRNA""}","{""GPX4"", ""protein_coding:SLVRNA""}","{""HMGCR"", ""protein_coding:SLVRNA""}",,,,"{""GEMIN7"", ""protein_coding:SLVRNA""}","{""RPS15"", ""protein_coding:SLVRNA""}",,"{""TFG"", ""processed_transcript:SLVRNA""}","{""KCNJ2"", ""protein_coding:SLVRNA""}","{""SHROOM3"", ""protein_coding:SLVRNA""}"
,"{""TRAF3IP2"", ""protein_coding:SLVRNA""}","{""DGAT2"", ""protein_coding:SLVRNA""}","{""MANBA"", ""nonsense_mediated_decay:SLVRNA""}","{""DYNC1H1"", ""protein_coding:SLVRNA""}","{""SNRPG"", ""protein_coding:SLVRNA""}","{""TDG"", ""processed_transcript:SLVRNA""}","{""HAT1"", ""nonsense_mediated_decay:SLVRNA""}","{""CA5B"", ""protein_coding:SLVRNA""}",,,,"{""TBP"", ""protein_coding:SLVRNA""}","{""UBE2A"", ""retained_intron:SLVRNA""}",,"{""NFX1"", ""protein_coding:SLVRNA""}","{""PSTPIP2"", ""protein_coding:SLVRNA""}","{""SLF2"", ""protein_coding:SLVRNA""}"
,"{""ZNRF1"", ""protein_coding:SLVRNA""}","{""C15orf39"", ""protein_coding:SLVRNA""}","{""NARF"", ""nonsense_mediated_decay:SLVRNA""}","{""RP11-468E2.11"", ""sense_intronic:SLVRNA""}","{""RND1"", ""nonsense_mediated_decay:SLVRNA""}","{""RP11-448G15.3"", ""sense_overlapping:SLVRNA""}","{""SIKE1"", ""protein_coding:SLVRNA""}","{""SORT1"", ""protein_coding:SLVRNA""}",,,,"{""HDAC4"", ""protein_coding:SLVRNA""}","{""EIF3D"", ""retained_intron:SLVRNA""}",,"{""DPP8"", ""protein_coding:SLVRNA""}","{""LRRC20"", ""protein_coding:SLVRNA""}","{""ARID5B"", ""protein_coding:SLVRNA""}"
,"{""RP11-492E3.2"", ""lincRNA:SLVRNA""}","{""LMNA"", ""protein_coding:SLVRNA""}","{""SRSF11"", ""processed_transcript:SLVRNA""}","{""KLHDC3"", ""protein_coding:SLVRNA""}","{""MRPS7"", ""protein_coding:SLVRNA""}","{""RBM39"", ""retained_intron:SLVRNA""}","{""PRKAA1"", ""protein_coding:SLVRNA""}","{""PHIP"", ""processed_transcript:SLVRNA""}",,,,"{""PYGB"", ""protein_coding:SLVRNA""}","{""MNT"", ""retained_intron:SLVRNA""}",,"{""SLC25A29"", ""protein_coding:SLVRNA""}","{""KPRP"", ""protein_coding:SLVRNA""}","{""HHIPL1"", ""protein_coding:SLVRNA""}"
,"{""MAFF"", ""protein_coding:SLVRNA""}","{""MLKL"", ""protein_coding:SLVRNA""}","{""ATHL1"", ""protein_coding:SLVRNA""}","{""ROCK1"", ""protein_coding:SLVRNA""}","{""SRSF3"", ""retained_intron:SLVRNA""}","{""PPP1R12A"", ""protein_coding:SLVRNA""}","{""TMEM45B"", ""protein_coding:SLVRNA""}","{""TCF25"", ""retained_intron:SLVRNA""}",,,,"{""TNRC18"", ""protein_coding:SLVRNA""}","{""EXOC3"", ""retained_intron:SLVRNA""}",,"{""NRN1"", ""protein_coding:SLVRNA""}","{""UIMC1"", ""protein_coding:SLVRNA""}","{""TMPRSS11F"", ""protein_coding:SLVRNA""}"
,"{""AHCY"", ""protein_coding:SLVRNA""}","{""SFT2D2"", ""protein_coding:SLVRNA""}","{""JAK3"", ""retained_intron:SLVRNA""}","{""SLC35C1"", ""protein_coding:SLVRNA""}","{""NIPA2"", ""protein_coding:SLVRNA""}","{""SBNO2"", ""retained_intron:SLVRNA""}","{""FAM26F"", ""protein_coding:SLVRNA""}","{""YIF1B"", ""protein_coding:SLVRNA""}",,,,"{""PHF1"", ""protein_coding:SLVRNA""}","{""CANX"", ""protein_coding:SLVRNA""}",,"{""CHPF"", ""protein_coding:SLVRNA""}","{""SF3B3"", ""retained_intron:SLVRNA""}","{""PER2"", ""protein_coding:SLVRNA""}"
,"{""KRT13"", ""protein_coding:SLVRNA""}","{""SERINC5"", ""protein_coding:SLVRNA""}","{""RNF31"", ""protein_coding:SLVRNA""}","{""PLS1"", ""protein_coding:SLVRNA""}","{""MEGF9"", ""protein_coding:SLVRNA""}","{""RPL13A"", ""retained_intron:SLVRNA""}","{""CTBP2"", ""protein_coding:SLVRNA""}","{""DDX3X"", ""nonsense_mediated_decay:SLVRNA""}",,,,"{""SCAF1"", ""protein_coding:SLVRNA""}","{""FRYL"", ""retained_intron:SLVRNA""}",,"{""TLE1"", ""protein_coding:SLVRNA""}","{""ZNF335"", ""protein_coding:SLVRNA""}","{""CIITA"", ""protein_coding:SLVRNA""}"
,"{""JUP"", ""protein_coding:SLVRNA""}","{""GZF1"", ""protein_coding:SLVRNA""}","{""SDF4"", ""retained_intron:SLVRNA""}","{""SAR1A"", ""protein_coding:SLVRNA""}","{""PARVG"", ""protein_coding:SLVRNA""}","{""RP11-296A18.3"", ""lincRNA:SLVRNA""}",,"{""FDFT1"", ""retained_intron:SLVRNA""}",,,,"{""CEP164"", ""retained_intron:SLVRNA""}","{""MYD88"", ""protein_coding:SLVRNA""}",,"{""COBLL1"", ""protein_coding:SLVRNA""}","{""WNT7B"", ""protein_coding:SLVRNA""}","{""GOLGA8N"", ""protein_coding:SLVRNA""}"
,"{""KRT80"", ""protein_coding:SLVRNA""}","{""PHACTR1"", ""protein_coding:SLVRNA""}","{""DEDD"", ""protein_coding:SLVRNA""}","{""PPIL4"", ""protein_coding:SLVRNA""}","{""YWHAZ"", ""protein_coding:SLVRNA""}","{""SERP1"", ""protein_coding:SLVRNA""}",,"{""MAP3K8"", ""protein_coding:SLVRNA""}",,,,"{""ZBTB4"", ""protein_coding:SLVRNA""}",,,"{""CDKN2B"", ""protein_coding:SLVRNA""}","{""GOLGA2"", ""retained_intron:SLVRNA""}","{""SHROOM2"", ""protein_coding:SLVRNA""}"
,"{""PADI1"", ""protein_coding:SLVRNA""}","{""RIPK2"", ""nonsense_mediated_decay:SLVRNA""}","{""PAK2"", ""protein_coding:SLVRNA""}","{""INTS6"", ""protein_coding:SLVRNA""}","{""RIT1"", ""protein_coding:SLVRNA""}","{""CADM4"", ""protein_coding:SLVRNA""}",,"{""TINF2"", ""retained_intron:SLVRNA""}",,,,"{""DACT3"", ""protein_coding:SLVRNA""}",,,"{""NAA38"", ""protein_coding:SLVRNA""}","{""DNMT3A"", ""protein_coding:SLVRNA""}","{""SLC4A2"", ""protein_coding:SLVRNA""}"
,"{""IVL"", ""protein_coding:SLVRNA""}","{""HLA-DMA"", ""protein_coding:SLVRNA""}","{""NOP10"", ""protein_coding:SLVRNA""}","{""VPS53"", ""protein_coding:SLVRNA""}","{""FNBP1"", ""processed_transcript:SLVRNA""}","{""SH3TC1"", ""retained_intron:SLVRNA""}",,"{""ELP2"", ""protein_coding:SLVRNA""}",,,,"{""DBN1"", ""protein_coding:SLVRNA""}",,,"{""NLRP12"", ""protein_coding:SLVRNA""}","{""SPP1"", ""retained_intron:SLVRNA""}","{""NEK6"", ""protein_coding:SLVRNA""}"
,"{""AIF1L"", ""protein_coding:SLVRNA""}","{""BID"", ""retained_intron:SLVRNA""}","{""RPS28"", ""protein_coding:SLVRNA""}","{""PITPNA"", ""protein_coding:SLVRNA""}","{""AOC3"", ""protein_coding:SLVRNA""}","{""SORL1"", ""protein_coding:SLVRNA""}",,"{""NDUFA11"", ""protein_coding:SLVRNA""}",,,,"{""ODF3B"", ""retained_intron:SLVRNA""}",,,"{""HIST2H2BE"", ""protein_coding:SLVRNA""}","{""MACC1"", ""protein_coding:SLVRNA""}","{""DEF8"", ""protein_coding:SLVRNA""}"
,"{""CALML5"", ""protein_coding:SLVRNA""}","{""TOR1B"", ""protein_coding:SLVRNA""}","{""HNRNPK"", ""protein_coding:SLVRNA""}","{""NET1"", ""processed_transcript:SLVRNA""}","{""SELPLG"", ""protein_coding:SLVRNA""}","{""STAT2"", ""protein_coding:SLVRNA""}",,"{""ALOX12"", ""protein_coding:SLVRNA""}",,,,"{""EXOC7"", ""retained_intron:SLVRNA""}",,,"{""HSPA1A"", ""protein_coding:SLVRNA""}","{""AGO1"", ""protein_coding:SLVRNA""}","{""GGNBP2"", ""protein_coding:SLVRNA""}"
,"{""GCHFR"", ""protein_coding:SLVRNA""}","{""MX2"", ""protein_coding:SLVRNA""}","{""COX7A2L"", ""protein_coding:SLVRNA""}","{""C19orf25"", ""protein_coding:SLVRNA""}","{""ATP6AP1"", ""protein_coding:SLVRNA""}","{""HMHA1"", ""protein_coding:SLVRNA""}",,"{""VPS37B"", ""protein_coding:SLVRNA""}",,,,"{""ACOT7"", ""protein_coding:SLVRNA""}",,,"{""RHOD"", ""protein_coding:SLVRNA""}","{""ZFC3H1"", ""retained_intron:SLVRNA""}","{""TMEM50A"", ""processed_transcript:SLVRNA""}"
,"{""WASF2"", ""protein_coding:SLVRNA""}","{""STK10"", ""processed_transcript:SLVRNA""}","{""GID8"", ""protein_coding:SLVRNA""}","{""CREBBP"", ""protein_coding:SLVRNA""}","{""ABR"", ""retained_intron:SLVRNA""}","{""AOC2"", ""protein_coding:SLVRNA""}",,"{""FAM3D"", ""protein_coding:SLVRNA""}",,,,"{""CENPB"", ""protein_coding:SLVRNA""}",,,"{""MAGED1"", ""protein_coding:SLVRNA""}","{""AQP3"", ""retained_intron:SLVRNA""}","{""TSG101"", ""protein_coding:SLVRNA""}"
,"{""PTK6"", ""protein_coding:SLVRNA""}","{""PPIF"", ""nonsense_mediated_decay:SLVRNA""}","{""PLEKHM2"", ""protein_coding:SLVRNA""}","{""HNRNPH2"", ""protein_coding:SLVRNA""}","{""AL449209.1"", ""antisense:SLVRNA""}","{""AP2M1"", ""retained_intron:SLVRNA""}",,"{""PI4K2A"", ""protein_coding:SLVRNA""}",,,,"{""UIMC1"", ""retained_intron:SLVRNA""}",,,"{""SH3TC1"", ""protein_coding:SLVRNA""}","{""AGO3"", ""protein_coding:SLVRNA""}","{""GMFG"", ""protein_coding:SLVRNA""}"
,"{""SGTA"", ""protein_coding:SLVRNA""}","{""UBA1"", ""protein_coding:SLVRNA""}","{""GMEB1"", ""protein_coding:SLVRNA""}","{""SNX3"", ""protein_coding:SLVRNA""}","{""RP11-46H11.3"", ""lincRNA:SLVRNA""}","{""ZDHHC18"", ""processed_transcript:SLVRNA""}",,"{""PRKD2"", ""protein_coding:SLVRNA""}",,,,"{""ARID1A"", ""nonsense_mediated_decay:SLVRNA""}",,,"{""PNPLA6"", ""retained_intron:SLVRNA""}","{""CSF1"", ""protein_coding:SLVRNA""}","{""IFITM1"", ""protein_coding:SLVRNA""}"
,"{""SH3GL1"", ""protein_coding:SLVRNA""}","{""TPP1"", ""retained_intron:SLVRNA""}","{""PIAS4"", ""protein_coding:SLVRNA""}","{""HIST1H1C"", ""protein_coding:SLVRNA""}","{""ZBTB22"", ""protein_coding:SLVRNA""}","{""PCID2"", ""processed_transcript:SLVRNA""}",,"{""C6orf132"", ""protein_coding:SLVRNA""}",,,,"{""RAB37"", ""retained_intron:SLVRNA""}",,,,"{""ICOSLG"", ""protein_coding:SLVRNA""}","{""WASH6P"", ""processed_transcript:SLVRNA""}"
,"{""GNA15"", ""protein_coding:SLVRNA""}","{""NT5C2"", ""retained_intron:SLVRNA""}","{""AP000689.8"", ""antisense:SLVRNA""}","{""CTC-490G23.2"", ""lincRNA:SLVRNA""}","{""IKBIP"", ""protein_coding:SLVRNA""}","{""CYB561D1"", ""protein_coding:SLVRNA""}",,"{""MARCH7"", ""protein_coding:SLVRNA""}",,,,"{""SSBP3"", ""retained_intron:SLVRNA""}",,,,"{""SLC5A3"", ""protein_coding:SLVRNA""}","{""SUPT7L"", ""protein_coding:SLVRNA""}"
,"{""SESN2"", ""protein_coding:SLVRNA""}","{""USP4"", ""processed_transcript:SLVRNA""}","{""STAT5B"", ""protein_coding:SLVRNA""}","{""RPS8"", ""protein_coding:SLVRNA""}","{""CHI3L1"", ""protein_coding:SLVRNA""}","{""METTL23"", ""protein_coding:SLVRNA""}",,"{""BLVRB"", ""protein_coding:SLVRNA""}",,,,"{""GSK3A"", ""retained_intron:SLVRNA""}",,,,"{""PHLDA2"", ""protein_coding:SLVRNA""}","{""SH3PXD2B"", ""protein_coding:SLVRNA""}"
,"{""B3GNT8"", ""protein_coding:SLVRNA""}","{""CYBA"", ""retained_intron:SLVRNA""}","{""NAB1"", ""protein_coding:SLVRNA""}","{""CLDN23"", ""protein_coding:SLVRNA""}","{""MSN"", ""protein_coding:SLVRNA""}","{""ATG101"", ""protein_coding:SLVRNA""}",,"{""CRCT1"", ""protein_coding:SLVRNA""}",,,,"{""MOB3C"", ""protein_coding:SLVRNA""}",,,,"{""TPCN2"", ""protein_coding:SLVRNA""}","{""NRIP3"", ""protein_coding:SLVRNA""}"
,"{""ENO1"", ""protein_coding:SLVRNA""}","{""ACTN1"", ""protein_coding:SLVRNA""}","{""USP15"", ""processed_transcript:SLVRNA""}","{""MBOAT2"", ""protein_coding:SLVRNA""}","{""OTUD7B"", ""protein_coding:SLVRNA""}","{""EFNA5"", ""protein_coding:SLVRNA""}",,"{""RHCG"", ""protein_coding:SLVRNA""}",,,,"{""ZNF780B"", ""protein_coding:SLVRNA""}",,,,"{""MAP7"", ""protein_coding:SLVRNA""}","{""CTNNBIP1"", ""protein_coding:SLVRNA""}"
,"{""IER5"", ""protein_coding:SLVRNA""}","{""ITGB4"", ""protein_coding:SLVRNA""}","{""HEMK1"", ""protein_coding:SLVRNA""}","{""RAB22A"", ""protein_coding:SLVRNA""}","{""PSEN2"", ""protein_coding:SLVRNA""}","{""USB1"", ""protein_coding:SLVRNA""}",,"{""QSOX1"", ""protein_coding:SLVRNA""}",,,,"{""P2RX1"", ""retained_intron:SLVRNA""}",,,,"{""KPNB1"", ""protein_coding:SLVRNA""}","{""ZNF346"", ""protein_coding:SLVRNA""}"
,"{""TPD52L2"", ""protein_coding:SLVRNA""}","{""C5orf51"", ""protein_coding:SLVRNA""}","{""RP6-159A1.4"", ""antisense:SLVRNA""}","{""CTA-125H2.1"", ""antisense:SLVRNA""}","{""DCAF7"", ""protein_coding:SLVRNA""}","{""PACS1"", ""protein_coding:SLVRNA""}",,"{""PITX1"", ""protein_coding:SLVRNA""}",,,,"{""NAV2"", ""protein_coding:SLVRNA""}",,,,"{""AC069213.1"", ""unprocessed_pseudogene:SLVRNA""}","{""PTTG1IP"", ""protein_coding:SLVRNA""}"
,"{""PNPLA2"", ""protein_coding:SLVRNA""}","{""RARA"", ""processed_transcript:SLVRNA""}","{""CEACAM1"", ""retained_intron:SLVRNA""}","{""SEC11A"", ""retained_intron:SLVRNA""}","{""SLC8B1"", ""protein_coding:SLVRNA""}","{""KIAA0513"", ""protein_coding:SLVRNA""}",,"{""KRT78"", ""protein_coding:SLVRNA""}",,,,"{""BRD1"", ""protein_coding:SLVRNA""}",,,,"{""ZYG11B"", ""protein_coding:SLVRNA""}","{""PLPP2"", ""retained_intron:SLVRNA""}"
,"{""SERINC2"", ""protein_coding:SLVRNA""}","{""FTH1"", ""nonsense_mediated_decay:SLVRNA""}","{""CNOT6"", ""protein_coding:SLVRNA""}","{""FRK"", ""protein_coding:SLVRNA""}","{""RDH13"", ""nonsense_mediated_decay:SLVRNA""}","{""RFXANK"", ""protein_coding:SLVRNA""}",,"{""TGM3"", ""protein_coding:SLVRNA""}",,,,"{""ZNF324"", ""protein_coding:SLVRNA""}",,,,"{""PDXDC1"", ""protein_coding:SLVRNA""}","{""FCGR2A"", ""protein_coding:SLVRNA""}"
,"{""MUC1"", ""protein_coding:SLVRNA""}","{""GK"", ""nonsense_mediated_decay:SLVRNA""}","{""HNRNPK"", ""retained_intron:SLVRNA""}","{""NFKBID"", ""protein_coding:SLVRNA""}","{""MYO9B"", ""retained_intron:SLVRNA""}","{""OLA1"", ""protein_coding:SLVRNA""}",,"{""NECTIN2"", ""protein_coding:SLVRNA""}",,,,"{""RIF1"", ""protein_coding:SLVRNA""}",,,,"{""RNF152"", ""protein_coding:SLVRNA""}","{""HLA-E"", ""protein_coding:SLVRNA""}"
,"{""DUSP5"", ""protein_coding:SLVRNA""}","{""CDKN1A"", ""protein_coding:SLVRNA""}","{""C19orf43"", ""protein_coding:SLVRNA""}","{""ANKHD1"", ""protein_coding:SLVRNA""}","{""IPO7"", ""protein_coding:SLVRNA""}","{""ENOPH1"", ""protein_coding:SLVRNA""}",,"{""CLIC3"", ""protein_coding:SLVRNA""}",,,,"{""ELK1"", ""protein_coding:SLVRNA""}",,,,"{""ODF3B"", ""protein_coding:SLVRNA""}","{""RNF130"", ""nonsense_mediated_decay:SLVRNA""}"
,"{""NCCRP1"", ""protein_coding:SLVRNA""}","{""CFLAR"", ""protein_coding:SLVRNA""}","{""GABRP"", ""protein_coding:SLVRNA""}","{""PPP1CC"", ""retained_intron:SLVRNA""}","{""RHOQ"", ""protein_coding:SLVRNA""}","{""MAPKAPK2"", ""protein_coding:SLVRNA""}",,"{""MAL"", ""protein_coding:SLVRNA""}",,,,"{""TNFRSF10A"", ""protein_coding:SLVRNA""}",,,,"{""HDAC10"", ""retained_intron:SLVRNA""}","{""PPIP5K2"", ""protein_coding:SLVRNA""}"
,"{""ELF3"", ""protein_coding:SLVRNA""}","{""AP3M1"", ""protein_coding:SLVRNA""}","{""ATP2B1"", ""protein_coding:SLVRNA""}","{""RP11-349A22.5"", ""antisense:SLVRNA""}","{""FAM129A"", ""protein_coding:SLVRNA""}","{""HCK"", ""protein_coding:SLVRNA""}",,"{""TSKU"", ""protein_coding:SLVRNA""}",,,,"{""EFNB1"", ""protein_coding:SLVRNA""}",,,,"{""EHBP1L1"", ""retained_intron:SLVRNA""}","{""FBXO33"", ""protein_coding:SLVRNA""}"
,"{""ECM1"", ""protein_coding:SLVRNA""}","{""PPP1R15B"", ""protein_coding:SLVRNA""}","{""CWC25"", ""nonsense_mediated_decay:SLVRNA""}","{""PXN"", ""processed_transcript:SLVRNA""}","{""TAF7"", ""protein_coding:SLVRNA""}","{""PEF1"", ""processed_transcript:SLVRNA""}",,"{""ANKRD6"", ""retained_intron:SLVRNA""}",,,,"{""USP43"", ""protein_coding:SLVRNA""}",,,,"{""CNN2"", ""retained_intron:SLVRNA""}",
,"{""MUC21"", ""protein_coding:SLVRNA""}","{""AMY1C"", ""protein_coding:SLVRNA""}","{""MTUS1"", ""processed_transcript:SLVRNA""}","{""DENND5A"", ""retained_intron:SLVRNA""}","{""ATF3"", ""protein_coding:SLVRNA""}","{""RP13-20L14.10"", ""TEC:SLVRNA""}",,"{""PIKFYVE"", ""protein_coding:SLVRNA""}",,,,"{""HGS"", ""protein_coding:SLVRNA""}",,,,"{""SHARPIN"", ""protein_coding:SLVRNA""}",
,"{""MYO5B"", ""protein_coding:SLVRNA""}","{""GTPBP1"", ""retained_intron:SLVRNA""}","{""SPAG9"", ""retained_intron:SLVRNA""}","{""RP2"", ""protein_coding:SLVRNA""}","{""HSPA9"", ""retained_intron:SLVRNA""}","{""RP11-497H16.7"", ""transcribed_unprocessed_pseudogene:SLVRNA""}",,"{""RUNX2"", ""protein_coding:SLVRNA""}",,,,"{""MARCH6"", ""retained_intron:SLVRNA""}",,,,"{""ASS1"", ""protein_coding:SLVRNA""}",
